oid,uid,Date,product_name,pid
23,688,08/07/2020,whole milk,164
23,688,08/07/2020,berries,9
23,688,08/07/2020,citrus fruit,30
23,688,08/07/2020,tropical fruit,156
24,15,08/07/2020,hamburger meat,68
24,15,08/07/2020,hamburger meat,68
24,15,08/07/2020,whole milk,164
24,15,08/07/2020,fish,52
24,15,08/07/2020,frankfurter,56
25,1624,23/09/2020,packaged fruit/vegetables,103
25,1624,23/09/2020,pastry,105
25,1624,23/09/2020,other vegetables,102
25,1624,23/09/2020,misc. beverages,92
25,1624,23/09/2020,frankfurter,56
26,1269,23/09/2020,sparkling wine,142
26,1269,23/09/2020,specialty bar,143
26,1269,23/09/2020,sausage,130
26,1269,23/09/2020,curd cheese,41
26,1269,23/09/2020,frankfurter,56
27,416,17/09/2020,whole milk,164
27,416,17/09/2020,newspapers,95
27,416,17/09/2020,berries,9
27,416,17/09/2020,curd,40
27,416,17/09/2020,tropical fruit,156
28,380,17/09/2020,soda,138
28,380,17/09/2020,rolls/buns,122
28,380,17/09/2020,canned beer,20
28,380,17/09/2020,canned beer,20
28,380,17/09/2020,frankfurter,56
29,1,03/09/2020,other vegetables,102
29,1,03/09/2020,whole milk,164
29,1,03/09/2020,whole milk,164
29,1,03/09/2020,citrus fruit,30
29,1,03/09/2020,frankfurter,56
30,1022,03/09/2020,frankfurter,56
30,1022,03/09/2020,butter milk,16
30,1022,03/09/2020,hamburger meat,68
30,1022,03/09/2020,pasta,104
30,1022,03/09/2020,other vegetables,102
31,1565,12/06/2020,sausage,130
31,1565,12/06/2020,rolls/buns,122
31,1565,12/06/2020,grapes,65
31,1565,12/06/2020,root vegetables,123
31,1565,12/06/2020,coffee,34
32,1886,12/06/2020,popcorn,110
32,1886,12/06/2020,whole milk,164
32,1886,12/06/2020,tropical fruit,156
32,1886,12/06/2020,beef,8
32,1886,12/06/2020,whole milk,164
33,495,03/08/2020,frankfurter,56
33,495,03/08/2020,tropical fruit,156
33,495,03/08/2020,canned beer,20
33,495,03/08/2020,finished products,51
33,495,03/08/2020,beverages,10
34,1234,03/08/2020,hamburger meat,68
34,1234,03/08/2020,whole milk,164
34,1234,03/08/2020,finished products,51
34,1234,03/08/2020,other vegetables,102
34,1234,03/08/2020,ham,67
35,1748,07/09/2020,other vegetables,102
35,1748,07/09/2020,curd,40
35,1748,07/09/2020,bottled beer,11
35,1748,07/09/2020,curd,40
35,1748,07/09/2020,whole milk,164
36,538,07/09/2020,whole milk,164
36,538,07/09/2020,dessert,44
36,538,07/09/2020,sausage,130
36,538,07/09/2020,other vegetables,102
36,538,07/09/2020,ham,67
37,645,14/04/2020,other vegetables,102
37,645,14/04/2020,other vegetables,102
37,645,14/04/2020,soda,138
37,645,14/04/2020,herbs,70
37,645,14/04/2020,frankfurter,56
38,187,14/04/2020,rolls/buns,122
38,187,14/04/2020,curd,40
38,187,14/04/2020,frankfurter,56
38,187,14/04/2020,other vegetables,102
38,187,14/04/2020,dog food,48
39,691,02/06/2020,specialty bar,143
39,691,02/06/2020,curd,40
39,691,02/06/2020,frankfurter,56
39,691,02/06/2020,soda,138
39,691,02/06/2020,beef,8
40,762,02/06/2020,canned beer,20
40,762,02/06/2020,pork,111
40,762,02/06/2020,frankfurter,56
40,762,02/06/2020,sausage,130
40,762,02/06/2020,canned beer,20
41,653,03/08/2020,specialty chocolate,145
41,653,03/08/2020,curd,40
41,653,03/08/2020,canned beer,20
41,653,03/08/2020,whole milk,164
41,653,03/08/2020,rolls/buns,122
42,499,03/08/2020,pork,111
42,499,03/08/2020,citrus fruit,30
42,499,03/08/2020,pot plants,112
42,499,03/08/2020,rolls/buns,122
42,499,03/08/2020,butter,15
43,1615,12/08/2020,condensed milk,35
43,1615,12/08/2020,sausage,130
43,1615,12/08/2020,whole milk,164
43,1615,12/08/2020,sausage,130
43,1615,12/08/2020,beverages,10
44,1057,12/08/2020,beverages,10
44,1057,12/08/2020,bottled water,12
44,1057,12/08/2020,newspapers,95
44,1057,12/08/2020,cleaner,31
44,1057,12/08/2020,sausage,130
45,1273,22/07/2020,newspapers,95
45,1273,22/07/2020,sausage,130
45,1273,22/07/2020,misc. beverages,92
45,1273,22/07/2020,white wine,163
45,1273,22/07/2020,sausage,130
46,1231,22/07/2020,meat,90
46,1231,22/07/2020,frankfurter,56
46,1231,22/07/2020,ice cream,74
46,1231,22/07/2020,canned beer,20
46,1231,22/07/2020,tropical fruit,156
47,424,17/04/2020,meat,90
47,424,17/04/2020,whole milk,164
47,424,17/04/2020,sausage,130
47,424,17/04/2020,frankfurter,56
47,424,17/04/2020,meat,90
48,240,17/04/2020,root vegetables,123
48,240,17/04/2020,root vegetables,123
48,240,17/04/2020,whole milk,164
48,240,17/04/2020,citrus fruit,30
48,240,17/04/2020,citrus fruit,30
49,377,02/07/2020,other vegetables,102
49,377,02/07/2020,citrus fruit,30
49,377,02/07/2020,sausage,130
49,377,02/07/2020,frankfurter,56
49,377,02/07/2020,hard cheese,69
50,1846,02/07/2020,cream cheese ,39
50,1846,02/07/2020,turkey,157
50,1846,02/07/2020,pork,111
50,1846,02/07/2020,whole milk,164
50,1846,02/07/2020,rolls/buns,122
51,1986,03/09/2020,sausage,130
51,1986,03/09/2020,ice cream,74
51,1986,03/09/2020,liquor,82
51,1986,03/09/2020,pip fruit,109
51,1986,03/09/2020,root vegetables,123
52,1701,03/09/2020,soda,138
52,1701,03/09/2020,soda,138
52,1701,03/09/2020,sausage,130
52,1701,03/09/2020,root vegetables,123
52,1701,03/09/2020,pork,111
53,1386,27/05/2020,pork,111
53,1386,27/05/2020,chocolate,28
53,1386,27/05/2020,fruit/vegetable juice,64
53,1386,27/05/2020,pickled vegetables,108
53,1386,27/05/2020,bottled water,12
54,463,27/05/2020,frankfurter,56
54,463,27/05/2020,tropical fruit,156
54,463,27/05/2020,canned beer,20
54,463,27/05/2020,root vegetables,123
54,463,27/05/2020,meat,90
55,815,22/09/2020,frankfurter,56
55,815,22/09/2020,tropical fruit,156
55,815,22/09/2020,tropical fruit,156
55,815,22/09/2020,citrus fruit,30
55,815,22/09/2020,hamburger meat,68
56,759,22/09/2020,chicken,27
56,759,22/09/2020,chicken,27
56,759,22/09/2020,frankfurter,56
56,759,22/09/2020,canned beer,20
56,759,22/09/2020,turkey,157
57,623,26/08/2020,packaged fruit/vegetables,103
57,623,26/08/2020,pasta,104
57,623,26/08/2020,citrus fruit,30
57,623,26/08/2020,sausage,130
57,623,26/08/2020,whole milk,164
58,468,26/08/2020,canned beer,20
58,468,26/08/2020,citrus fruit,30
58,468,26/08/2020,liquor (appetizer),83
58,468,26/08/2020,citrus fruit,30
58,468,26/08/2020,sausage,130
59,816,26/09/2020,chicken,27
59,816,26/09/2020,hamburger meat,68
59,816,26/09/2020,sausage,130
59,816,26/09/2020,beef,8
59,816,26/09/2020,citrus fruit,30
60,164,26/09/2020,UHT-milk,1
60,164,26/09/2020,candy,19
60,164,26/09/2020,newspapers,95
60,164,26/09/2020,beef,8
60,164,26/09/2020,sausage,130
61,602,17/08/2020,frankfurter,56
61,602,17/08/2020,canned beer,20
61,602,17/08/2020,bottled beer,11
61,602,17/08/2020,onions,99
61,602,17/08/2020,tropical fruit,156
62,1255,17/08/2020,bottled water,12
62,1255,17/08/2020,beef,8
62,1255,17/08/2020,sausage,130
62,1255,17/08/2020,hair spray,66
62,1255,17/08/2020,chicken,27
63,1201,12/05/2020,pork,111
63,1201,12/05/2020,ice cream,74
63,1201,12/05/2020,meat,90
63,1201,12/05/2020,other vegetables,102
63,1201,12/05/2020,bottled water,12
64,586,12/05/2020,tropical fruit,156
64,586,12/05/2020,photo/film,107
64,586,12/05/2020,sausage,130
64,586,12/05/2020,grapes,65
64,586,12/05/2020,domestic eggs,49
65,1597,03/05/2020,rolls/buns,122
65,1597,03/05/2020,tropical fruit,156
65,1597,03/05/2020,chicken,27
65,1597,03/05/2020,frankfurter,56
65,1597,03/05/2020,berries,9
66,826,03/05/2020,margarine,88
66,826,03/05/2020,tropical fruit,156
66,826,03/05/2020,ham,67
66,826,03/05/2020,hamburger meat,68
66,826,03/05/2020,yogurt,165
67,519,04/05/2020,soda,138
67,519,04/05/2020,yogurt,165
67,519,04/05/2020,soda,138
67,519,04/05/2020,bottled water,12
67,519,04/05/2020,sausage,130
68,781,04/05/2020,citrus fruit,30
68,781,04/05/2020,shopping bags,133
68,781,04/05/2020,newspapers,95
68,781,04/05/2020,frankfurter,56
68,781,04/05/2020,sausage,130
69,1826,13/09/2020,frankfurter,56
69,1826,13/09/2020,salt,127
69,1826,13/09/2020,oil,98
69,1826,13/09/2020,curd,40
69,1826,13/09/2020,other vegetables,102
70,1823,13/09/2020,citrus fruit,30
70,1823,13/09/2020,frankfurter,56
70,1823,13/09/2020,root vegetables,123
70,1823,13/09/2020,tropical fruit,156
70,1823,13/09/2020,beef,8
71,118,04/04/2020,berries,9
71,118,04/04/2020,canned beer,20
71,118,04/04/2020,whipped/sour cream,160
71,118,04/04/2020,root vegetables,123
71,118,04/04/2020,whole milk,164
72,1908,04/04/2020,beef,8
72,1908,04/04/2020,frozen vegetables,63
72,1908,04/04/2020,rolls/buns,122
72,1908,04/04/2020,whole milk,164
72,1908,04/04/2020,whole milk,164
73,219,01/05/2020,citrus fruit,30
73,219,01/05/2020,pastry,105
73,219,01/05/2020,frankfurter,56
73,219,01/05/2020,tropical fruit,156
73,219,01/05/2020,frankfurter,56
74,1914,01/05/2020,berries,9
74,1914,01/05/2020,rolls/buns,122
74,1914,01/05/2020,root vegetables,123
74,1914,01/05/2020,yogurt,165
74,1914,01/05/2020,other vegetables,102
75,446,09/07/2020,berries,9
75,446,09/07/2020,berries,9
75,446,09/07/2020,other vegetables,102
75,446,09/07/2020,rolls/buns,122
75,446,09/07/2020,ham,67
76,1677,09/07/2020,whole milk,164
76,1677,09/07/2020,tropical fruit,156
76,1677,09/07/2020,bottled water,12
76,1677,09/07/2020,butter milk,16
76,1677,09/07/2020,newspapers,95
77,772,25/05/2020,coffee,34
77,772,25/05/2020,bottled beer,11
77,772,25/05/2020,onions,99
77,772,25/05/2020,hamburger meat,68
77,772,25/05/2020,sausage,130
78,659,25/05/2020,hard cheese,69
78,659,25/05/2020,sausage,130
78,659,25/05/2020,hamburger meat,68
78,659,25/05/2020,onions,99
78,659,25/05/2020,coffee,34
79,615,18/08/2020,shopping bags,133
79,615,18/08/2020,yogurt,165
79,615,18/08/2020,soda,138
79,615,18/08/2020,sliced cheese,135
79,615,18/08/2020,sausage,130
80,218,18/08/2020,yogurt,165
80,218,18/08/2020,domestic eggs,49
80,218,18/08/2020,whole milk,164
80,218,18/08/2020,meat,90
80,218,18/08/2020,dish cleaner,46
81,1753,23/05/2020,other vegetables,102
81,1753,23/05/2020,whole milk,164
81,1753,23/05/2020,other vegetables,102
81,1753,23/05/2020,tropical fruit,156
81,1753,23/05/2020,baking powder,6
82,1163,23/05/2020,specialty bar,143
82,1163,23/05/2020,ice cream,74
82,1163,23/05/2020,frankfurter,56
82,1163,23/05/2020,canned beer,20
82,1163,23/05/2020,bottled water,12
83,1557,12/09/2020,other vegetables,102
83,1557,12/09/2020,citrus fruit,30
83,1557,12/09/2020,sausage,130
83,1557,12/09/2020,domestic eggs,49
83,1557,12/09/2020,pork,111
84,1969,12/09/2020,specialty cheese,144
84,1969,12/09/2020,pork,111
84,1969,12/09/2020,beef,8
84,1969,12/09/2020,other vegetables,102
84,1969,12/09/2020,chicken,27
85,1911,16/05/2020,soda,138
85,1911,16/05/2020,whole milk,164
85,1911,16/05/2020,rolls/buns,122
85,1911,16/05/2020,bottled beer,11
85,1911,16/05/2020,root vegetables,123
86,1801,16/05/2020,pastry,105
86,1801,16/05/2020,berries,9
86,1801,16/05/2020,citrus fruit,30
86,1801,16/05/2020,whole milk,164
86,1801,16/05/2020,soda,138
87,305,07/08/2020,bottled water,12
87,305,07/08/2020,tropical fruit,156
87,305,07/08/2020,salty snack,128
87,305,07/08/2020,bottled water,12
87,305,07/08/2020,chocolate,28
88,485,07/08/2020,citrus fruit,30
88,485,07/08/2020,bottled water,12
88,485,07/08/2020,onions,99
88,485,07/08/2020,dessert,44
88,485,07/08/2020,beef,8
89,1831,28/09/2020,rolls/buns,122
89,1831,28/09/2020,beef,8
89,1831,28/09/2020,soda,138
89,1831,28/09/2020,coffee,34
89,1831,28/09/2020,rolls/buns,122
90,1249,28/09/2020,pork,111
90,1249,28/09/2020,soda,138
90,1249,28/09/2020,sausage,130
90,1249,28/09/2020,beef,8
90,1249,28/09/2020,whole milk,164
91,1807,26/08/2020,pork,111
91,1807,26/08/2020,berries,9
91,1807,26/08/2020,sausage,130
91,1807,26/08/2020,bottled water,12
91,1807,26/08/2020,tropical fruit,156
92,600,26/08/2020,herbs,70
92,600,26/08/2020,yogurt,165
92,600,26/08/2020,Instant food products,0
92,600,26/08/2020,specialty chocolate,145
92,600,26/08/2020,coffee,34
93,1854,08/08/2020,bottled beer,11
93,1854,08/08/2020,beef,8
93,1854,08/08/2020,whole milk,164
93,1854,08/08/2020,frankfurter,56
93,1854,08/08/2020,frankfurter,56
94,633,08/08/2020,other vegetables,102
94,633,08/08/2020,frankfurter,56
94,633,08/08/2020,whole milk,164
94,633,08/08/2020,frankfurter,56
94,633,08/08/2020,other vegetables,102
95,981,08/05/2020,bottled water,12
95,981,08/05/2020,pork,111
95,981,08/05/2020,bottled water,12
95,981,08/05/2020,other vegetables,102
95,981,08/05/2020,hamburger meat,68
96,1019,08/05/2020,hamburger meat,68
96,1019,08/05/2020,shopping bags,133
96,1019,08/05/2020,whole milk,164
96,1019,08/05/2020,ice cream,74
96,1019,08/05/2020,pastry,105
97,1755,10/04/2020,ham,67
97,1755,10/04/2020,frankfurter,56
97,1755,10/04/2020,sausage,130
97,1755,10/04/2020,bottled beer,11
97,1755,10/04/2020,bottled water,12
98,1209,10/04/2020,meat,90
98,1209,10/04/2020,dessert,44
98,1209,10/04/2020,other vegetables,102
98,1209,10/04/2020,beverages,10
98,1209,10/04/2020,ham,67
99,1752,14/04/2020,specialty bar,143
99,1752,14/04/2020,brown bread,14
99,1752,14/04/2020,whole milk,164
99,1752,14/04/2020,rolls/buns,122
99,1752,14/04/2020,bottled beer,11
100,128,14/04/2020,pet care,106
100,128,14/04/2020,citrus fruit,30
100,128,14/04/2020,pork,111
100,128,14/04/2020,other vegetables,102
100,128,14/04/2020,white wine,163
101,1165,09/05/2020,whole milk,164
101,1165,09/05/2020,pip fruit,109
101,1165,09/05/2020,sugar,150
101,1165,09/05/2020,tropical fruit,156
101,1165,09/05/2020,root vegetables,123
102,1844,09/05/2020,soda,138
102,1844,09/05/2020,whole milk,164
102,1844,09/05/2020,tropical fruit,156
102,1844,09/05/2020,white bread,162
102,1844,09/05/2020,brown bread,14
103,1062,28/09/2020,tropical fruit,156
103,1062,28/09/2020,domestic eggs,49
103,1062,28/09/2020,coffee,34
103,1062,28/09/2020,soda,138
103,1062,28/09/2020,whole milk,164
104,2001,28/09/2020,bottled beer,11
104,2001,28/09/2020,pork,111
104,2001,28/09/2020,other vegetables,102
104,2001,28/09/2020,yogurt,165
104,2001,28/09/2020,sparkling wine,142
105,81,15/04/2020,bottled water,12
105,81,15/04/2020,citrus fruit,30
105,81,15/04/2020,hamburger meat,68
105,81,15/04/2020,packaged fruit/vegetables,103
105,81,15/04/2020,other vegetables,102
106,1155,15/04/2020,soda,138
106,1155,15/04/2020,whole milk,164
106,1155,15/04/2020,herbs,70
106,1155,15/04/2020,citrus fruit,30
106,1155,15/04/2020,misc. beverages,92
107,1549,09/08/2020,female sanitary products,50
107,1549,09/08/2020,soda,138
107,1549,09/08/2020,tropical fruit,156
107,1549,09/08/2020,soda,138
107,1549,09/08/2020,white bread,162
108,1569,09/08/2020,coffee,34
108,1569,09/08/2020,tropical fruit,156
108,1569,09/08/2020,pork,111
108,1569,09/08/2020,citrus fruit,30
108,1569,09/08/2020,frankfurter,56
109,1657,12/08/2020,frankfurter,56
109,1657,12/08/2020,frankfurter,56
109,1657,12/08/2020,other vegetables,102
109,1657,12/08/2020,yogurt,165
109,1657,12/08/2020,sausage,130
110,912,12/08/2020,whole milk,164
110,912,12/08/2020,pip fruit,109
110,912,12/08/2020,whole milk,164
110,912,12/08/2020,root vegetables,123
110,912,12/08/2020,onions,99
111,76,06/04/2020,specialty chocolate,145
111,76,06/04/2020,hamburger meat,68
111,76,06/04/2020,photo/film,107
111,76,06/04/2020,rolls/buns,122
111,76,06/04/2020,canned beer,20
112,1209,06/04/2020,canned beer,20
112,1209,06/04/2020,other vegetables,102
112,1209,06/04/2020,canned beer,20
112,1209,06/04/2020,curd,40
112,1209,06/04/2020,butter,15
113,1822,03/07/2020,other vegetables,102
113,1822,03/07/2020,whole milk,164
113,1822,03/07/2020,beef,8
113,1822,03/07/2020,sausage,130
113,1822,03/07/2020,soda,138
114,1210,03/07/2020,fruit/vegetable juice,64
114,1210,03/07/2020,rolls/buns,122
114,1210,03/07/2020,pip fruit,109
114,1210,03/07/2020,frozen vegetables,63
114,1210,03/07/2020,beverages,10
115,1547,16/08/2020,hamburger meat,68
115,1547,16/08/2020,root vegetables,123
115,1547,16/08/2020,canned beer,20
115,1547,16/08/2020,frozen vegetables,63
115,1547,16/08/2020,canned beer,20
116,1950,16/08/2020,newspapers,95
116,1950,16/08/2020,rolls/buns,122
116,1950,16/08/2020,hamburger meat,68
116,1950,16/08/2020,pip fruit,109
116,1950,16/08/2020,canned beer,20
117,651,15/07/2020,grapes,65
117,651,15/07/2020,root vegetables,123
117,651,15/07/2020,citrus fruit,30
117,651,15/07/2020,cling film/bags,32
117,651,15/07/2020,frankfurter,56
118,1481,15/07/2020,whole milk,164
118,1481,15/07/2020,pork,111
118,1481,15/07/2020,chicken,27
118,1481,15/07/2020,sausage,130
118,1481,15/07/2020,specialty bar,143
119,430,22/05/2020,whipped/sour cream,160
119,430,22/05/2020,root vegetables,123
119,430,22/05/2020,rolls/buns,122
119,430,22/05/2020,other vegetables,102
119,430,22/05/2020,citrus fruit,30
120,416,22/05/2020,whole milk,164
120,416,22/05/2020,frankfurter,56
120,416,22/05/2020,coffee,34
120,416,22/05/2020,ham,67
120,416,22/05/2020,canned beer,20
121,620,09/04/2020,canned beer,20
121,620,09/04/2020,canned beer,20
121,620,09/04/2020,pip fruit,109
121,620,09/04/2020,pork,111
121,620,09/04/2020,soap,137
122,64,09/04/2020,pip fruit,109
122,64,09/04/2020,beef,8
122,64,09/04/2020,sausage,130
122,64,09/04/2020,frozen chicken,57
122,64,09/04/2020,soda,138
123,222,15/09/2020,tropical fruit,156
123,222,15/09/2020,other vegetables,102
123,222,15/09/2020,beef,8
123,222,15/09/2020,meat,90
123,222,15/09/2020,meat,90
124,1930,15/09/2020,bottled water,12
124,1930,15/09/2020,rolls/buns,122
124,1930,15/09/2020,pastry,105
124,1930,15/09/2020,pork,111
124,1930,15/09/2020,pip fruit,109
125,1970,21/08/2020,beef,8
125,1970,21/08/2020,beef,8
125,1970,21/08/2020,rolls/buns,122
125,1970,21/08/2020,citrus fruit,30
125,1970,21/08/2020,meat,90
126,808,21/08/2020,beverages,10
126,808,21/08/2020,beef,8
126,808,21/08/2020,ham,67
126,808,21/08/2020,hamburger meat,68
126,808,21/08/2020,beef,8
127,502,17/08/2020,beef,8
127,502,17/08/2020,root vegetables,123
127,502,17/08/2020,citrus fruit,30
127,502,17/08/2020,yogurt,165
127,502,17/08/2020,tropical fruit,156
128,837,17/08/2020,frankfurter,56
128,837,17/08/2020,beef,8
128,837,17/08/2020,shopping bags,133
128,837,17/08/2020,canned beer,20
128,837,17/08/2020,rolls/buns,122
129,373,01/08/2020,other vegetables,102
129,373,01/08/2020,hamburger meat,68
129,373,01/08/2020,hamburger meat,68
129,373,01/08/2020,frankfurter,56
129,373,01/08/2020,bottled beer,11
130,938,01/08/2020,tropical fruit,156
130,938,01/08/2020,soda,138
130,938,01/08/2020,frankfurter,56
130,938,01/08/2020,chicken,27
130,938,01/08/2020,coffee,34
131,1184,22/04/2020,whole milk,164
131,1184,22/04/2020,margarine,88
131,1184,22/04/2020,tropical fruit,156
131,1184,22/04/2020,meat,90
131,1184,22/04/2020,cream cheese ,39
132,875,22/04/2020,newspapers,95
132,875,22/04/2020,rolls/buns,122
132,875,22/04/2020,citrus fruit,30
132,875,22/04/2020,whole milk,164
132,875,22/04/2020,frankfurter,56
133,1655,27/09/2020,ham,67
133,1655,27/09/2020,frankfurter,56
133,1655,27/09/2020,sausage,130
133,1655,27/09/2020,domestic eggs,49
133,1655,27/09/2020,whole milk,164
134,1665,27/09/2020,rolls/buns,122
134,1665,27/09/2020,whole milk,164
134,1665,27/09/2020,sausage,130
134,1665,27/09/2020,curd,40
134,1665,27/09/2020,bottled water,12
135,216,23/09/2020,beef,8
135,216,23/09/2020,frankfurter,56
135,216,23/09/2020,chicken,27
135,216,23/09/2020,sausage,130
135,216,23/09/2020,pork,111
136,1123,23/09/2020,yogurt,165
136,1123,23/09/2020,whole milk,164
136,1123,23/09/2020,frankfurter,56
136,1123,23/09/2020,beef,8
136,1123,23/09/2020,pip fruit,109
137,1033,27/07/2020,sausage,130
137,1033,27/07/2020,pastry,105
137,1033,27/07/2020,chicken,27
137,1033,27/07/2020,root vegetables,123
137,1033,27/07/2020,whole milk,164
138,1312,27/07/2020,detergent,45
138,1312,27/07/2020,rolls/buns,122
138,1312,27/07/2020,house keeping products,72
138,1312,27/07/2020,yogurt,165
138,1312,27/07/2020,tropical fruit,156
139,1055,08/09/2020,tropical fruit,156
139,1055,08/09/2020,curd,40
139,1055,08/09/2020,beef,8
139,1055,08/09/2020,whole milk,164
139,1055,08/09/2020,pork,111
140,1198,08/09/2020,other vegetables,102
140,1198,08/09/2020,rolls/buns,122
140,1198,08/09/2020,frankfurter,56
140,1198,08/09/2020,yogurt,165
140,1198,08/09/2020,whole milk,164
141,609,25/04/2020,bottled water,12
141,609,25/04/2020,frankfurter,56
141,609,25/04/2020,rolls/buns,122
141,609,25/04/2020,whole milk,164
141,609,25/04/2020,rolls/buns,122
142,1727,25/04/2020,chicken,27
142,1727,25/04/2020,tropical fruit,156
142,1727,25/04/2020,sausage,130
142,1727,25/04/2020,sausage,130
142,1727,25/04/2020,frankfurter,56
143,1399,12/09/2020,UHT-milk,1
143,1399,12/09/2020,rolls/buns,122
143,1399,12/09/2020,canned beer,20
143,1399,12/09/2020,yogurt,165
143,1399,12/09/2020,whipped/sour cream,160
144,1889,12/09/2020,rolls/buns,122
144,1889,12/09/2020,rolls/buns,122
144,1889,12/09/2020,beverages,10
144,1889,12/09/2020,rolls/buns,122
144,1889,12/09/2020,rolls/buns,122
145,1878,28/09/2020,bottled beer,11
145,1878,28/09/2020,citrus fruit,30
145,1878,28/09/2020,bottled water,12
145,1878,28/09/2020,pastry,105
145,1878,28/09/2020,domestic eggs,49
146,1408,28/09/2020,beef,8
146,1408,28/09/2020,spread cheese,149
146,1408,28/09/2020,tropical fruit,156
146,1408,28/09/2020,packaged fruit/vegetables,103
146,1408,28/09/2020,whole milk,164
147,1577,13/06/2020,meat,90
147,1577,13/06/2020,onions,99
147,1577,13/06/2020,frankfurter,56
147,1577,13/06/2020,beef,8
147,1577,13/06/2020,beef,8
148,1047,13/06/2020,sausage,130
148,1047,13/06/2020,chicken,27
148,1047,13/06/2020,canned beer,20
148,1047,13/06/2020,sausage,130
148,1047,13/06/2020,tropical fruit,156
149,689,14/07/2020,frankfurter,56
149,689,14/07/2020,sausage,130
149,689,14/07/2020,beef,8
149,689,14/07/2020,tropical fruit,156
